platform,server,uid,dataUnix,status
IOS_YY,20,2|1486,1571471529,LOGOUT
IOS,2,0|2533,1571471949,LOGOUT
H5,21,2|176,1571472009,LOGOUT
H5,21,2|176,1571472009,LOGOUT
H5,12,1|974,1571472219,LOGOUT
ADR,1,0|2934,1571472459,LOGIN
IOS_YY,21,2|2149,1571472579,LOGIN
ADR,25,2|661,1571472669,LOGIN
ADR,1,0|535,1571473149,LOGOUT
H5,5,0|2105,1571473239,LOGOUT
H5,24,2|2855,1571473479,LOGOUT
ADR,13,1|106,1571473749,LOGOUT
ADR,15,1|181,1571473869,LOGOUT
ADR,23,2|1332,1571473899,LOGOUT
IOS,25,2|1354,1571474049,LOGOUT
IOS,11,1|2288,1571474379,LOGOUT
IOS,15,1|71,1571474499,LOGOUT
H5,21,2|1755,1571474589,LOGIN
IOS_YY,0,0|239,1571474859,LOGOUT
ADR,25,2|1211,1571475009,LOGIN
H5,21,2|2433,1571475069,LOGIN
H5,15,1|2433,1571475069,LOGOUT
H5,25,2|1717,1571475219,LOGIN
H5,1,0|1315,1571475429,LOGOUT
IOS_YY,0,0|73,1571475489,LOGIN
H5,11,1|835,1571475699,LOGIN
IOS,22,2|574,1571476809,LOGIN
IOS,10,1|2235,1571476959,LOGIN
ADR,12,1|839,1571477289,LOGOUT
IOS,1,0|2058,1571477319,LOGOUT
IOS_YY,22,2|586,1571477619,LOGOUT
IOS,11,1|150,1571477739,LOGIN
H5,21,2|1645_84,1571477889,LOGOUT
IOS_YY,22,2|385,1571478129,LOGOUT
IOS,25,2|385,1571478129,LOGIN
ADR,22,2|1056,1571478369,LOGIN
H5,22,2|2085,1571478399,LOGOUT
H5,22,2|2990,1571478879,LOGIN
ADR,20,2|968,1571478939,LOGIN
H5,10,1|181,1571478969,LOGIN
H5,0,0|2955,1571479059,LOGIN
H5,11,1|36,1571479119,LOGOUT
ADR,10,1|1106,1571479239,LOGOUT
IOS,10,1|963,1571479269,LOGIN
IOS_YY,14,1|1516,1571479299,LOGIN
H5,2,0|2139,1571479329,LOGOUT
IOS_YY,1,0|794,1571479479,LOGOUT
IOS_YY,5,0|1749,1571479689,LOGOUT
ADR,11,1|383,1571479839,LOGOUT
ADR,3,0|1009,1571480049,LOGOUT
IOS,25,2|1350,1571480169,LOGOUT
ADR,4,0|483,1571480259,LOGIN
ADR,20,2|2254,1571480319,LOGIN
ADR,21,2|1235,1571480469,LOGIN
IOS_YY,13,1|1235,1571480469,LOGOUT
IOS_YY,20,2|1894_134,1571480859,LOGIN
H5,1,0|2405,1571481099,LOGIN
IOS,10,1|1001,1571481249,LOGIN
IOS_YY,5,0|468,1571481519,LOGOUT
IOS,11,1|937,1571481549,LOGOUT
IOS_YY,2,0|1409,1571481729,LOGOUT
H5,3,0|2598,1571481759,LOGIN
IOS,0,0|664,1571482359,LOGIN
IOS_YY,12,1|1195,1571482539,LOGIN
H5,5,0|749,1571482719,LOGOUT
IOS_YY,14,1|571,1571482779,LOGOUT
ADR,4,0|2822,1571482899,LOGIN
IOS_YY,11,1|2822,1571482899,LOGOUT
ADR,15,1|1854,1571482989,LOGOUT
IOS,3,0|2084,1571483469,LOGOUT
IOS_YY,11,1|115,1571483859,LOGIN
ADR,25,2|115,1571483859,LOGOUT
H5,23,2|144,1571483889,LOGOUT
IOS_YY,13,1|590,1571484399,LOGOUT
ADR,0,0|2893,1571484489,LOGOUT
ADR,2,0|1224_219,1571484819,LOGOUT
ADR,2,0|1224_219,1571484819,LOGOUT
H5,1,0|2341,1571485179,LOGIN
ADR,11,1|2341,1571485179,LOGOUT
IOS,4,0|1191,1571485299,LOGIN
IOS_YY,4,0|2018,1571485359,LOGIN
H5,20,2|2364,1571485539,LOGOUT
ADR,15,1|1718,1571485809,LOGOUT
IOS_YY,10,1|791,1571485839,LOGOUT
IOS,2,0|168,1571485869,LOGOUT
IOS,0,0|291_197,1571485929,LOGIN
IOS_YY,4,0|2194,1571486319,LOGIN
H5,14,1|1009,1571486499,LOGOUT
IOS,22,2|1066_65,1571486829,LOGIN
IOS_YY,12,1|1221,1571486979,LOGIN
IOS,0,0|1162,1571487039,LOGOUT
IOS_YY,15,1|861,1571487339,LOGOUT
ADR,25,2|2483,1571487609,LOGOUT
IOS_YY,15,1|1575,1571487639,LOGOUT
IOS_YY,1,0|1584,1571487759,LOGIN
IOS_YY,11,1|1989,1571487849,LOGIN
H5,13,1|1454_213,1571487909,LOGIN
IOS_YY,14,1|2152,1571487939,LOGIN
ADR,22,2|403,1571487969,LOGIN
H5,1,0|1862,1571488059,LOGOUT
IOS_YY,14,1|2784,1571488239,LOGIN
IOS_YY,12,1|2784,1571488239,LOGOUT
IOS,10,1|944,1571488539,LOGOUT
H5,0,0|2859,1571489169,LOGOUT
IOS,3,0|2514,1571489289,LOGOUT
ADR,3,0|1602,1571489739,LOGIN
ADR,13,1|1602,1571489739,LOGOUT
IOS,24,2|1787,1571489859,LOGIN
H5,2,0|1423_119,1571489949,LOGOUT
IOS,3,0|1862,1571490639,LOGIN
H5,20,2|2564,1571490699,LOGIN
H5,10,1|604,1571490729,LOGOUT
H5,3,0|71,1571491479,LOGIN
IOS_YY,1,0|156,1571491569,LOGIN
H5,11,1|610,1571491659,LOGOUT
IOS_YY,11,1|742,1571491809,LOGIN
IOS,4,0|1427,1571492109,LOGIN
IOS,10,1|448,1571492139,LOGIN
ADR,10,1|1576,1571492289,LOGIN
IOS_YY,13,1|107,1571492799,LOGIN
ADR,15,1|2329,1571493309,LOGIN
ADR,24,2|149,1571493729,LOGIN
IOS_YY,25,2|1847,1571493759,LOGOUT
ADR,15,1|2815,1571493789,LOGOUT
IOS_YY,1,0|2202,1571493849,LOGIN
ADR,4,0|2536,1571493909,LOGOUT
ADR,4,0|2536,1571493909,LOGOUT
ADR,14,1|2208,1571494209,LOGIN
H5,12,1|1987,1571494359,LOGIN
IOS,20,2|1816,1571494659,LOGIN
H5,14,1|1013,1571494749,LOGIN
H5,24,2|692,1571494809,LOGOUT
ADR,10,1|1248,1571494839,LOGIN
IOS_YY,24,2|1248,1571494839,LOGOUT
H5,1,0|2731,1571495439,LOGIN
IOS,24,2|2117,1571495739,LOGOUT
IOS,14,1|2930,1571495979,LOGIN
IOS,14,1|2930,1571495979,LOGIN
IOS_YY,1,0|855,1571496279,LOGIN
H5,1,0|2139,1571496369,LOGIN
IOS,4,0|784,1571496399,LOGIN
IOS_YY,3,0|24,1571496459,LOGOUT
IOS,13,1|122,1571496999,LOGOUT
IOS_YY,15,1|2546,1571497149,LOGOUT
IOS,3,0|2481,1571497209,LOGOUT
H5,5,0|1737,1571497389,LOGIN
H5,24,2|856,1571497479,LOGOUT
IOS,10,1|2622,1571497689,LOGOUT
H5,5,0|25,1571497839,LOGOUT
IOS_YY,22,2|2956,1571498259,LOGOUT
ADR,2,0|1619,1571498949,LOGOUT
IOS,3,0|1706,1571499039,LOGIN
ADR,11,1|446,1571499099,LOGIN
ADR,0,0|490,1571499219,LOGIN
H5,3,0|2498,1571499309,LOGIN
IOS,14,1|36,1571499669,LOGIN
ADR,12,1|549,1571499729,LOGIN
H5,1,0|1353,1571499789,LOGOUT
IOS_YY,0,0|2833,1571499879,LOGOUT
IOS,0,0|1881,1571499909,LOGIN
IOS_YY,15,1|2898,1571500119,LOGOUT
IOS_YY,21,2|2482,1571500539,LOGIN
IOS,22,2|657,1571414529,LOGOUT
IOS_YY,15,1|2391,1571414679,LOGIN
H5,11,1|1835,1571415039,LOGOUT
IOS_YY,10,1|2791,1571415159,LOGOUT
IOS,22,2|2095,1571415189,LOGIN
ADR,1,0|1241,1571415369,LOGIN
H5,2,0|2509,1571415519,LOGIN
ADR,10,1|1708,1571415759,LOGOUT
IOS,2,0|312,1571415819,LOGOUT
H5,4,0|611_120,1571416299,LOGOUT
ADR,1,0|913_238,1571416419,LOGIN
IOS_YY,4,0|623,1571416659,LOGIN
ADR,21,2|272,1571416719,LOGIN
ADR,23,2|749,1571417049,LOGIN
ADR,25,2|787,1571417439,LOGIN
ADR,22,2|323,1571417469,LOGOUT
H5,3,0|2117,1571417589,LOGIN
IOS,4,0|1988,1571417649,LOGOUT
ADR,15,1|89,1571418099,LOGOUT
ADR,15,1|89,1571418099,LOGOUT
IOS,24,2|241,1571418279,LOGIN
IOS_YY,22,2|1117_150,1571418789,LOGIN
H5,1,0|573,1571418909,LOGIN
H5,1,0|573,1571418909,LOGIN
IOS_YY,20,2|1442,1571418999,LOGOUT
H5,0,0|1571,1571419059,LOGIN
H5,14,1|1195,1571419089,LOGOUT
ADR,14,1|1162,1571419179,LOGOUT
IOS_YY,3,0|1986,1571419539,LOGOUT
ADR,4,0|2072,1571419719,LOGOUT
IOS_YY,10,1|1716,1571420049,LOGOUT
H5,4,0|1652_264,1571420109,LOGOUT
IOS_YY,1,0|615_85,1571420289,LOGIN
H5,12,1|1903,1571420349,LOGIN
IOS_YY,14,1|1017,1571420619,LOGOUT
ADR,5,0|2046,1571420799,LOGOUT
ADR,23,2|2595,1571420829,LOGOUT
ADR,21,2|501,1571421009,LOGOUT
IOS_YY,14,1|973,1571421039,LOGOUT
ADR,3,0|689,1571421279,LOGIN
IOS_YY,12,1|1490,1571421849,LOGOUT
IOS_YY,4,0|2956,1571421879,LOGIN
IOS_YY,23,2|1072,1571421969,LOGIN
ADR,20,2|1091,1571421999,LOGOUT
IOS,23,2|1304_273,1571422059,LOGIN
H5,2,0|1053,1571422209,LOGOUT
H5,10,1|1053,1571422209,LOGIN
IOS_YY,3,0|689,1571422269,LOGIN
IOS_YY,25,2|1078,1571422329,LOGOUT
IOS_YY,21,2|2114,1571422749,LOGIN
IOS,2,0|1696_269,1571422779,LOGOUT
IOS_YY,24,2|1413,1571423049,LOGOUT
H5,3,0|1613,1571424069,LOGOUT
IOS,1,0|2063,1571424339,LOGIN
H5,15,1|1353,1571424399,LOGOUT
H5,23,2|1339,1571424609,LOGOUT
IOS,21,2|252,1571424639,LOGOUT
IOS,14,1|553,1571424699,LOGIN
IOS,5,0|1798,1571424789,LOGIN
IOS,5,0|1798,1571424789,LOGIN
H5,11,1|725,1571425119,LOGOUT
H5,11,1|725,1571425119,LOGOUT
IOS_YY,11,1|682,1571425149,LOGOUT
ADR,15,1|1036_138,1571425569,LOGIN
IOS_YY,11,1|1036_138,1571425569,LOGOUT
IOS_YY,0,0|1923_117,1571425659,LOGIN
H5,24,2|2573,1571425689,LOGIN
H5,24,2|2291,1571426019,LOGIN
IOS_YY,24,2|1421,1571426289,LOGOUT
IOS,12,1|534,1571426409,LOGOUT
H5,25,2|1901,1571426439,LOGOUT
IOS,23,2|1059,1571426529,LOGIN
ADR,5,0|2602,1571426649,LOGOUT
IOS,22,2|1268,1571426889,LOGIN
IOS_YY,23,2|2092,1571427099,LOGIN
IOS_YY,12,1|664,1571427129,LOGOUT
H5,11,1|1862,1571427369,LOGIN
IOS,3,0|469,1571427609,LOGOUT
H5,20,2|2399,1571427639,LOGIN
IOS,15,1|223,1571427699,LOGOUT
ADR,3,0|1744,1571427849,LOGIN
IOS_YY,20,2|211,1571427969,LOGOUT
IOS,23,2|1409,1571428359,LOGOUT
H5,22,2|916,1571428389,LOGIN
IOS_YY,13,1|1303,1571428419,LOGIN
H5,10,1|1458,1571428509,LOGOUT
IOS,0,0|2976,1571428719,LOGOUT
IOS_YY,24,2|2954,1571429019,LOGOUT
H5,10,1|2,1571429979,LOGOUT
IOS,5,0|75,1571430039,LOGOUT
IOS_YY,23,2|1429,1571430309,LOGOUT
ADR,20,2|2489,1571430369,LOGIN
IOS,3,0|1725,1571430729,LOGIN
IOS_YY,3,0|1621,1571430969,LOGIN
ADR,10,1|2810,1571430999,LOGIN
H5,15,1|690,1571431209,LOGIN
ADR,20,2|2858,1571431239,LOGIN
H5,11,1|711,1571431689,LOGOUT
H5,4,0|108,1571431749,LOGOUT
IOS_YY,23,2|949,1571431839,LOGIN
IOS,11,1|1445,1571431929,LOGOUT
ADR,5,0|313,1571432199,LOGIN
IOS,22,2|606,1571432379,LOGIN
IOS_YY,24,2|1785,1571432679,LOGOUT
IOS_YY,24,2|1785,1571432679,LOGOUT
ADR,4,0|1239,1571432799,LOGIN
IOS,11,1|2743,1571433009,LOGOUT
IOS_YY,0,0|1054,1571433339,LOGIN
IOS,12,1|599,1571433549,LOGIN
ADR,20,2|502_11,1571433579,LOGOUT
IOS_YY,5,0|2791,1571433669,LOGIN
H5,4,0|2471,1571433699,LOGIN
IOS_YY,24,2|2471,1571433699,LOGOUT
IOS,2,0|759,1571434239,LOGIN
ADR,23,2|161,1571434359,LOGOUT
H5,4,0|30,1571434959,LOGOUT
IOS,4,0|769,1571435019,LOGIN
ADR,21,2|1076,1571435169,LOGIN
H5,24,2|62,1571435379,LOGIN
H5,14,1|1419,1571435829,LOGIN
IOS_YY,11,1|2488,1571436069,LOGIN
ADR,12,1|215,1571436279,LOGOUT
IOS_YY,20,2|1637,1571436309,LOGIN
IOS,24,2|361,1571436369,LOGOUT
H5,1,0|961,1571436489,LOGIN
IOS_YY,22,2|1863,1571437059,LOGOUT
ADR,0,0|809,1571437179,LOGOUT
ADR,20,2|2578,1571437209,LOGOUT
IOS_YY,10,1|1405,1571437269,LOGOUT
IOS_YY,5,0|1732,1571437659,LOGIN
IOS_YY,15,1|1852,1571438259,LOGOUT
IOS_YY,3,0|407,1571438409,LOGIN
IOS_YY,3,0|573,1571438829,LOGIN
ADR,10,1|2971,1571439009,LOGIN
IOS,13,1|2084,1571439309,LOGIN
ADR,4,0|371,1571439519,LOGIN
ADR,1,0|2851,1571439669,LOGIN
ADR,11,1|1232,1571439699,LOGOUT
IOS_YY,24,2|2683,1571439879,LOGIN
IOS,15,1|2933,1571440449,LOGOUT
IOS,15,1|2933,1571440449,LOGOUT
ADR,23,2|2121,1571441319,LOGOUT
H5,20,2|1439,1571441589,LOGIN
H5,12,1|1363_255,1571441979,LOGIN
H5,12,1|1363_255,1571441979,LOGIN
IOS_YY,10,1|2784,1571442039,LOGIN
IOS,4,0|1930,1571442129,LOGIN
H5,13,1|1930,1571442129,LOGOUT
IOS,20,2|614,1571442339,LOGOUT
IOS_YY,3,0|2607,1571442459,LOGIN
IOS_YY,24,2|411,1571442549,LOGOUT
ADR,20,2|2844,1571442609,LOGOUT
H5,15,1|1391,1571442939,LOGOUT
ADR,10,1|1842,1571443059,LOGOUT
IOS_YY,10,1|2044,1571443119,LOGOUT
IOS,25,2|2044,1571443119,LOGIN
IOS_YY,13,1|830,1571443329,LOGOUT
ADR,5,0|753,1571443479,LOGOUT
IOS_YY,11,1|2164,1571443569,LOGIN
IOS_YY,21,2|2344,1571443749,LOGIN
H5,11,1|1101,1571444049,LOGIN
H5,22,2|2477,1571444199,LOGOUT
IOS_YY,5,0|2661,1571444379,LOGOUT
ADR,20,2|2645,1571444589,LOGIN
IOS_YY,13,1|2375,1571444769,LOGIN
IOS,0,0|1547,1571445099,LOGOUT
H5,4,0|112,1571445429,LOGIN
H5,25,2|654,1571445489,LOGOUT
IOS_YY,2,0|654,1571445489,LOGIN
IOS_YY,12,1|1668,1571445519,LOGOUT
H5,12,1|1767,1571445819,LOGIN
H5,12,1|395,1571445939,LOGOUT
H5,13,1|59,1571445969,LOGOUT
ADR,21,2|1345_36,1571446029,LOGOUT
ADR,13,1|2090,1571446059,LOGIN
ADR,15,1|2277,1571446629,LOGIN
IOS,5,0|2116,1571446959,LOGOUT
H5,3,0|972,1571447049,LOGIN
IOS_YY,1,0|2270,1571447439,LOGIN
ADR,12,1|2270,1571447439,LOGOUT
H5,15,1|149,1571447499,LOGIN
IOS,23,2|2718,1571447529,LOGOUT
IOS,20,2|2156,1571447679,LOGOUT
IOS_YY,10,1|759,1571447829,LOGIN
IOS,22,2|1884,1571447919,LOGOUT
IOS,1,0|1748,1571447949,LOGIN
H5,10,1|634,1571448069,LOGOUT
ADR,2,0|207,1571448279,LOGOUT
ADR,5,0|809,1571448309,LOGOUT
IOS,10,1|2309,1571448399,LOGOUT
ADR,4,0|591,1571448459,LOGOUT
H5,25,2|94,1571448519,LOGOUT
IOS,23,2|1021,1571449059,LOGOUT
H5,15,1|2170,1571449119,LOGIN
ADR,21,2|388,1571449449,LOGIN
H5,24,2|2825,1571449869,LOGIN
ADR,12,1|2374,1571450769,LOGIN
IOS_YY,1,0|1135,1571450829,LOGIN
ADR,2,0|1386,1571450889,LOGOUT
ADR,5,0|479,1571451129,LOGOUT
H5,23,2|361,1571451579,LOGOUT
IOS_YY,14,1|2321,1571451729,LOGOUT
ADR,2,0|2321,1571451729,LOGIN
H5,1,0|2295,1571451849,LOGOUT
ADR,2,0|777_33,1571451939,LOGIN
IOS_YY,1,0|390,1571452089,LOGIN
IOS,21,2|2111,1571452119,LOGIN
IOS_YY,1,0|2111,1571452119,LOGOUT
ADR,23,2|2936,1571452209,LOGOUT
IOS,1,0|2748,1571452749,LOGIN
ADR,1,0|1852,1571453169,LOGOUT
IOS_YY,23,2|1887,1571453319,LOGOUT
IOS,13,1|1170,1571453439,LOGIN
IOS,13,1|1170,1571453439,LOGIN
IOS_YY,11,1|1508,1571453739,LOGIN
IOS,1,0|1677,1571453799,LOGOUT
IOS,0,0|1511,1571453859,LOGIN
ADR,11,1|537,1571454069,LOGOUT
IOS_YY,14,1|1759,1571454129,LOGIN
IOS_YY,21,2|1993,1571454249,LOGOUT
ADR,14,1|2135,1571454699,LOGIN
H5,23,2|2877,1571454729,LOGOUT
ADR,24,2|967,1571454909,LOGOUT
H5,4,0|1541,1571455389,LOGIN
IOS,14,1|2015_277,1571455539,LOGOUT
IOS,3,0|2997,1571455989,LOGOUT
ADR,1,0|782,1571456049,LOGOUT
IOS_YY,12,1|676,1571456169,LOGOUT
H5,24,2|1571,1571456289,LOGOUT
ADR,3,0|493,1571456469,LOGOUT
IOS,4,0|493,1571456469,LOGIN
IOS_YY,11,1|1114,1571456649,LOGIN
ADR,14,1|288,1571456739,LOGIN
IOS,2,0|619,1571456799,LOGIN
H5,2,0|2814,1571456919,LOGOUT
H5,25,2|412,1571456949,LOGIN
IOS,23,2|206,1571457129,LOGOUT
IOS_YY,15,1|1978_53,1571457249,LOGIN
H5,3,0|2664,1571457279,LOGIN
IOS,5,0|550,1571458389,LOGIN
ADR,1,0|2954,1571458479,LOGOUT
H5,13,1|2842,1571458719,LOGIN
ADR,12,1|668,1571458899,LOGOUT
ADR,3,0|772,1571458989,LOGIN
IOS,14,1|1556,1571459049,LOGIN
ADR,2,0|1930,1571459709,LOGOUT
ADR,13,1|1456,1571459799,LOGOUT
IOS,2,0|1133,1571459829,LOGIN
IOS_YY,14,1|2552,1571459979,LOGIN
IOS,21,2|2137,1571460039,LOGIN
ADR,13,1|1864,1571460159,LOGOUT
H5,22,2|2993,1571460429,LOGIN
IOS,12,1|729,1571460489,LOGIN
H5,2,0|2115,1571461359,LOGIN
IOS_YY,0,0|1581,1571461389,LOGIN
ADR,11,1|1368,1571461419,LOGIN
ADR,15,1|1987,1571461479,LOGIN
H5,2,0|2007,1571462109,LOGOUT
H5,2,0|2007,1571462109,LOGOUT
IOS_YY,1,0|2521,1571462439,LOGOUT
ADR,24,2|1148,1571462529,LOGOUT
IOS,20,2|1930,1571462739,LOGOUT
IOS_YY,4,0|125_53,1571462859,LOGIN
IOS_YY,1,0|1061,1571462919,LOGOUT
H5,11,1|574,1571463339,LOGIN
H5,22,2|201,1571463399,LOGIN
IOS_YY,22,2|1803,1571463519,LOGIN
IOS,0,0|2216,1571463579,LOGIN
H5,10,1|2342,1571463639,LOGIN
IOS_YY,21,2|1959,1571463669,LOGOUT
IOS_YY,21,2|1163,1571464029,LOGIN
IOS_YY,12,1|124,1571464059,LOGOUT
H5,10,1|2435,1571464359,LOGOUT
ADR,14,1|2584,1571464539,LOGIN
H5,22,2|1315,1571464659,LOGOUT
H5,13,1|2604,1571464779,LOGIN
H5,15,1|1327,1571464809,LOGIN
H5,23,2|389,1571465019,LOGIN
IOS,14,1|1019,1571465499,LOGOUT
IOS_YY,1,0|657,1571465559,LOGIN
IOS_YY,2,0|817,1571465649,LOGIN
ADR,21,2|817,1571465649,LOGOUT
H5,5,0|2001_13,1571465679,LOGOUT
H5,2,0|1147,1571466069,LOGIN
IOS_YY,25,2|1317,1571466579,LOGIN
IOS_YY,24,2|2253,1571466789,LOGIN
H5,23,2|1598,1571466849,LOGOUT
ADR,20,2|2356,1571466909,LOGIN
IOS_YY,15,1|1693,1571467149,LOGIN
IOS,10,1|2019,1571467599,LOGOUT
H5,13,1|605,1571467689,LOGIN
IOS,22,2|2769,1571468109,LOGOUT
ADR,3,0|1331,1571468289,LOGIN
ADR,4,0|1308_10,1571468379,LOGIN
IOS,3,0|1405,1571468469,LOGIN
IOS,5,0|864,1571468499,LOGOUT
ADR,13,1|2489,1571468589,LOGOUT
H5,24,2|66,1571468709,LOGIN
IOS,15,1|628,1571468799,LOGIN
IOS,10,1|828,1571468979,LOGOUT
IOS_YY,10,1|230,1571469129,LOGOUT
IOS,15,1|1482,1571469579,LOGIN
IOS_YY,10,1|1097,1571469639,LOGOUT
H5,3,0|1691,1571469849,LOGIN
ADR,21,2|877,1571469879,LOGOUT
IOS,11,1|221,1571470389,LOGOUT
IOS_YY,24,2|1011,1571470629,LOGIN
ADR,5,0|1518,1571470779,LOGIN
H5,21,2|2396,1571471109,LOGIN
ADR,2,0|281,1571471259,LOGIN
H5,2,0|223,1571471289,LOGOUT
IOS,20,2|1457,1571471439,LOGIN
H5,25,2|1954,1571471889,LOGOUT
H5,21,2|176,1571472009,LOGOUT
IOS_YY,20,2|2424,1571472429,LOGOUT
IOS_YY,13,1|661,1571472669,LOGOUT
H5,4,0|1811,1571472759,LOGOUT
IOS_YY,13,1|2298,1571472879,LOGOUT
IOS_YY,2,0|2212,1571473269,LOGOUT
ADR,22,2|2554,1571473299,LOGOUT
H5,22,2|1757,1571473419,LOGOUT
IOS_YY,23,2|1630,1571473689,LOGIN
H5,24,2|1141,1571473989,LOGIN
IOS,13,1|1141,1571473989,LOGOUT
H5,12,1|1590,1571474469,LOGOUT
IOS,15,1|71,1571474499,LOGOUT
IOS,4,0|903,1571474649,LOGIN
IOS,5,0|1755,1571474799,LOGIN
ADR,0,0|1211,1571475009,LOGOUT
H5,4,0|2108,1571475339,LOGIN
IOS_YY,0,0|239,1571475639,LOGIN
H5,11,1|835,1571475699,LOGIN
H5,24,2|2168,1571475939,LOGIN
H5,24,2|2168,1571475939,LOGIN
IOS,25,2|2543,1571475999,LOGOUT
IOS,15,1|748_208,1571476179,LOGIN
ADR,25,2|574,1571476809,LOGOUT
IOS_YY,14,1|2354,1571476839,LOGIN
IOS,3,0|2979,1571476869,LOGOUT
H5,20,2|1050,1571477049,LOGIN
ADR,23,2|430,1571477109,LOGIN
ADR,10,1|430,1571477109,LOGOUT
IOS,1,0|567,1571477199,LOGIN
ADR,12,1|839,1571477289,LOGOUT
H5,11,1|1246,1571477559,LOGOUT
ADR,12,1|1694,1571477919,LOGIN
IOS,0,0|2966,1571478069,LOGIN
IOS,25,2|385,1571478129,LOGIN
IOS,0,0|1447,1571478159,LOGOUT
H5,11,1|36,1571479119,LOGOUT
H5,21,2|1934,1571479179,LOGIN
ADR,10,1|1106,1571479239,LOGOUT
IOS,21,2|963,1571479269,LOGOUT
IOS_YY,1,0|794,1571479479,LOGOUT
ADR,1,0|25,1571479659,LOGIN
H5,13,1|2779,1571479809,LOGOUT
IOS_YY,14,1|2055,1571480019,LOGIN
IOS,10,1|2545,1571480139,LOGOUT
H5,22,2|2539,1571480559,LOGOUT
ADR,23,2|586,1571480589,LOGOUT
ADR,23,2|586,1571480589,LOGOUT
ADR,20,2|586,1571480589,LOGIN
IOS_YY,22,2|2405,1571481099,LOGOUT
IOS_YY,4,0|941,1571481129,LOGOUT
IOS_YY,23,2|1001,1571481249,LOGOUT
IOS_YY,12,1|2106,1571481279,LOGOUT
IOS,11,1|1632,1571481309,LOGIN
H5,20,2|111,1571481429,LOGIN
H5,24,2|1522,1571481699,LOGOUT
H5,3,0|2598,1571481759,LOGIN
H5,3,0|2598,1571481759,LOGIN
IOS,14,1|2423,1571481879,LOGOUT
IOS_YY,12,1|892,1571482059,LOGIN
IOS_YY,20,2|1264,1571482119,LOGOUT
H5,15,1|2532,1571482239,LOGIN
H5,24,2|551,1571482599,LOGOUT
H5,11,1|1283,1571482659,LOGOUT
H5,25,2|2253,1571482689,LOGIN
ADR,4,0|2763,1571482869,LOGOUT
IOS,1,0|1834,1571483619,LOGIN
ADR,11,1|132,1571483739,LOGIN
IOS,4,0|1616,1571483799,LOGOUT
IOS_YY,11,1|115,1571483859,LOGIN
H5,4,0|2454,1571484159,LOGIN
IOS_YY,12,1|1717,1571484429,LOGOUT
H5,25,2|1057,1571484549,LOGOUT
ADR,23,2|1057,1571484549,LOGIN
ADR,23,2|2710,1571484579,LOGIN
IOS,1,0|1114,1571484789,LOGOUT
H5,13,1|334,1571485449,LOGIN
IOS_YY,23,2|1746,1571485479,LOGOUT
H5,22,2|1414,1571485599,LOGOUT
IOS_YY,15,1|1033,1571485629,LOGOUT
IOS_YY,11,1|1291_158,1571485689,LOGIN
IOS,4,0|791,1571485839,LOGIN
IOS,23,2|421,1571485959,LOGOUT
H5,4,0|2779,1571486289,LOGIN
IOS,12,1|1675,1571486889,LOGOUT
IOS_YY,10,1|543,1571486949,LOGOUT
ADR,12,1|7,1571487249,LOGIN
IOS,24,2|2670,1571487399,LOGIN
ADR,21,2|2483,1571487609,LOGIN
IOS,22,2|2479,1571487789,LOGIN
IOS_YY,4,0|2533,1571487819,LOGIN
IOS_YY,14,1|2152,1571487939,LOGIN
IOS_YY,12,1|2784,1571488239,LOGOUT
IOS,2,0|2696,1571488329,LOGOUT
H5,25,2|2209,1571488479,LOGIN
ADR,10,1|2898,1571489199,LOGOUT
IOS_YY,10,1|2409,1571489229,LOGOUT
ADR,23,2|2814,1571489319,LOGIN
H5,0,0|2834,1571489469,LOGOUT
IOS,25,2|419,1571489529,LOGIN
H5,1,0|2171,1571489619,LOGIN
IOS,21,2|2171,1571489619,LOGOUT
IOS_YY,21,2|1813,1571490039,LOGIN
IOS_YY,14,1|1813,1571490039,LOGOUT
H5,23,2|944,1571490069,LOGIN
IOS_YY,22,2|2568,1571490159,LOGIN
ADR,14,1|2687,1571490249,LOGOUT
ADR,22,2|2923,1571490489,LOGOUT
ADR,5,0|2426,1571490759,LOGIN
ADR,15,1|1948,1571490819,LOGOUT
H5,25,2|1948,1571490819,LOGIN
H5,20,2|663,1571490939,LOGIN
H5,23,2|873,1571491059,LOGOUT
H5,23,2|810,1571491389,LOGOUT
IOS_YY,11,1|97,1571491599,LOGIN
H5,5,0|1790,1571491899,LOGOUT
IOS,20,2|148,1571492589,LOGIN
IOS_YY,12,1|2791,1571492619,LOGIN
IOS_YY,14,1|658,1571492919,LOGOUT
IOS_YY,25,2|702,1571493069,LOGIN
IOS_YY,25,2|702,1571493069,LOGIN
IOS,13,1|2778,1571493369,LOGIN
ADR,10,1|1595,1571493429,LOGIN
ADR,14,1|2297,1571493489,LOGIN
IOS,21,2|1192,1571493999,LOGOUT
IOS,2,0|2943,1571494029,LOGOUT
IOS,12,1|1728_75,1571494059,LOGOUT
IOS,25,2|1914,1571494569,LOGIN
H5,11,1|1013,1571494749,LOGOUT
IOS_YY,23,2|1788,1571494869,LOGOUT
IOS_YY,23,2|1788,1571494869,LOGOUT
IOS,10,1|257,1571494899,LOGIN
IOS_YY,21,2|1970,1571494959,LOGIN
IOS_YY,5,0|2731,1571495439,LOGOUT
IOS_YY,0,0|1874,1571495679,LOGIN
IOS_YY,25,2|538,1571495829,LOGOUT
H5,21,2|1737_279,1571496069,LOGIN
